ModuleCode;ModuleName;ModuleDepartment;ModuleCredit;ModuleLevel
EC3312;"Game Theory & Applications to Economics";ECONOMICS;4;3
EC3314;"Mathematical Economics";ECONOMICS;4;3
EC3322;"Industrial Organisation I";ECONOMICS;4;3
EC3332;"Money and Banking I";ECONOMICS;4;3
EC3333;"Financial Economics I";ECONOMICS;4;3
EC3341;"International Economics I";ECONOMICS;4;3
EC3351;"Public Finance";ECONOMICS;4;3
EC3352;"Seminar in Singapore's Economic Policy";ECONOMICS;4;3
EC3353;"Health Economics I";ECONOMICS;4;3
EC3361;"Labour Economics I";ECONOMICS;4;3
EC3371;"Development Economics I";ECONOMICS;4;3
EC3373;"Asean Economies";ECONOMICS;4;3
EC3375;"Economy and Business of Japan and Korea";ECONOMICS;4;3
EC3376;"European Economic Integration";ECONOMICS;4;3
EC3377;"Global Economic History";ECONOMICS;4;3
EC3381;"Urban Economics";ECONOMICS;4;3
EC3382;"Transport Economics I";ECONOMICS;4;3
EC3383;"Environmental Economics";ECONOMICS;4;3
EC3384;"Resource and Energy Economics I";ECONOMICS;4;3
EC3394;"Economics and Psychology";ECONOMICS;4;3
EC3395;"Economics and Ethics";ECONOMICS;4;3
EC3396;"Economic Analysis of Law I";ECONOMICS;4;3
EC3551;"FASS Undergraduate Research Opportunity (UROP)";ECONOMICS;4;3
EC3880;"Topics in Economics";ECONOMICS;4;3
EC3880B;"Topics in Economics: Economics of Ageing";ECONOMICS;4;3
EC4101;"Microeconomic Analysis III";ECONOMICS;5;4
EC4102;"Macroeconomic Analysis III";ECONOMICS;5;4
EC4303;"Econometrics III";ECONOMICS;5;4
EC4324;"Economics of Competition Policy";ECONOMICS;5;4
EC4332;"Money and Banking II";ECONOMICS;5;4
EC4333;"Financial Economics II";ECONOMICS;5;4
EC4341;"International Economics II";ECONOMICS;5;4
EC4351;"Public Economics";ECONOMICS;5;4
EC4361;"Labour Economics II";ECONOMICS;5;4
EC4371;"Development Economics II";ECONOMICS;5;4
EC4372;"Technology and Innovation";ECONOMICS;5;4
EC4394;"Behavioural Economics";ECONOMICS;5;4
EC4396;"Economic Analysis of Law II";ECONOMICS;5;4
EC4401;"Honours Thesis";ECONOMICS;15;4
EC4660;"Independent Study";ECONOMICS;5;4
EC4880;"Topics in Economics";ECONOMICS;5;4
EC5101;"MICROECONOMIC THEORY";ECONOMICS;4;5
EC5102;"MACROECONOMIC THEORY";ECONOMICS;4;5
EC5103;"ECONOMETRIC MODELLING AND APPLICATIONS I";ECONOMICS;4;5
EC5104;"Mathematical Economics";ECONOMICS;4;5
EC5104R;"Mathematical Economics";ECONOMICS;5;5
EC5314;"TIME SERIES ANALYSIS";ECONOMICS;4;5
EC5322;"Industrial Organisation";ECONOMICS;4;5
EC5322R;"Industrial Organisation";ECONOMICS;5;5
EC5326;"Policy Impact Evaluation Methods";ECONOMICS;4;5
EC5326R;"Policy Impact Evaluation Methods";ECONOMICS;5;5
EC5332;"Money & Banking";ECONOMICS;4;5
EC5332R;"Money & Banking";ECONOMICS;5;5
EC5342;"International Trade";ECONOMICS;4;5
EC5352;"Public Economics";ECONOMICS;4;5
EC5361;"LABOUR ECONOMICS";ECONOMICS;4;5
EC5660;"INDEPENDENT STUDY";ECONOMICS;4;5
EC5880;"Topics in Economics";ECONOMICS;4;5
EC5880R;"Topics in Economics";ECONOMICS;5;5
EC5883;"Topics in Applied Economics";ECONOMICS;4;5
EC6101;"ADVANCED MICROECONOMIC THEORY";ECONOMICS;4;6
EC6102;"ADVANCED MACROECONOMIC THEORY";ECONOMICS;4;6
EC6103;"ECONOMETRIC MODELLING AND APPLICATIONS II";ECONOMICS;4;6
EC6104;"ADVANCED MATHEMATICAL ECONOMICS";ECONOMICS;4;6
EC6312;"Advanced Game Theory";ECONOMICS;4;6
EC6316;"Contract Theory and Applications";ECONOMICS;4;6
EC6322;"ADVANCED INDUSTRIAL ORGANISATION";ECONOMICS;4;6
EC6361;"Advanced Labour Economics";ECONOMICS;4;6
EC6371;"ADVANCED DEVELOPMENT ECONOMICS";ECONOMICS;4;6
EC6770;"GRADUATE RESEARCH SEMINAR";ECONOMICS;4;6
EC6884;"Behavioral and Experimental Economics";ECONOMICS;4;6
ECA5101;MICROECONOMICS;ECONOMICS;4;5
ECA5102;MACROECONOMICS;ECONOMICS;4;5
ECA5103;"QUANTITATIVE & COMPUTING METHODS";ECONOMICS;4;5
ECA5315;"FINANCIAL ECONOMETRICS";ECONOMICS;4;5
ECA5325;"PROJECT & POLICY EVALUATION";ECONOMICS;4;5
ECA5333;"FINANCIAL MARKETS & PORTFOLIO MANAGEMENT";ECONOMICS;4;5
ECA5334;"CORPORATE FINANCE";ECONOMICS;4;5
ECA5341;"INTERNATIONAL TRADE & FINANCE";ECONOMICS;4;5
ECA5351;"PUBLIC FINANCE";ECONOMICS;4;5
ECA5371;"ECONOMIC GROWTH AND DEVELOPMENT";ECONOMICS;4;5
ECA5373;"THE SINGAPORE ECONOMY";ECONOMICS;4;5
ECA5374;"THE MODERN CHINESE ECONOMY";ECONOMICS;4;5
ECA5660;"INDEPENDENT STUDY";ECONOMICS;4;5
ECA5880;"Topics in Applied Economics";ECONOMICS;4;5
EE1001;"Emerging Technologies in Electrical Engineering";"ELECTRICAL & COMPUTER ENGINEERING";4;1
EE1001E;"Emerging Technologies in Electrical Engineering";"BACHELOR OF TECHNOLOGY PROGRAMME";4;1
EE1001FC;"Emerging Technologies in Electrical Engineering";"ELECTRICAL & COMPUTER ENGINEERING";4;1
EE1002;"Introduction to Circuits and Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;1
EE1003;"Introduction to Signals and Communications";"ELECTRICAL & COMPUTER ENGINEERING";4;1
EE2011;"Engineering Electromagnetics";"ELECTRICAL & COMPUTER ENGINEERING";4;2
EE2011E;"Engineering Electromagnetics";"BACHELOR OF TECHNOLOGY PROGRAMME";4;2
EE2012;"Analytical Methods In ECE";"ELECTRICAL & COMPUTER ENGINEERING";4;2
EE2020;"Digital Fundamentals";"ELECTRICAL & COMPUTER ENGINEERING";5;2
EE2020E;"Digital Fundamentals";"BACHELOR OF TECHNOLOGY PROGRAMME";5;2
EE2021;"Devices and Circuits";"ELECTRICAL & COMPUTER ENGINEERING";4;2
EE2021E;"Devices and Circuits";"BACHELOR OF TECHNOLOGY PROGRAMME";4;2
EE2022;"Electrical Energy Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;2
EE2023;"Signals and Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;2
EE2023E;"Signals and Systems";"BACHELOR OF TECHNOLOGY PROGRAMME";4;2
EE2024;"Programming for Computer Interfaces";"ELECTRICAL & COMPUTER ENGINEERING";5;2
EE2024E;"Programming for Computer Interfaces";"BACHELOR OF TECHNOLOGY PROGRAMME";4;2
EE2031;"Circuit and Systems Design Lab";"ELECTRICAL & COMPUTER ENGINEERING";3;2
EE2032;"Signals & Communications Design Lab";"ELECTRICAL & COMPUTER ENGINEERING";3;2
EE3013C;"Labview for Electrical Engineers";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3013E;"Labview for Electrical Engineers";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3030A;"Exploring Frugal Engineering";"ELECTRICAL & COMPUTER ENGINEERING";3;3
EE3030B;"Living Lab in the Communities";"ELECTRICAL & COMPUTER ENGINEERING";2;3
EE3031;"Innovation & Enterprise I";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3031E;"Innovation & Enterprise I";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3032;"Innovation & Enterprise II";"ELECTRICAL & COMPUTER ENGINEERING";6;3
EE3104C;"Intro to RF and Microwave Sys & Circuits";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3104E;"Intro to RF and Microwave Sys & Circuits";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3131C;"Communication Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3131E;"Communication Systems";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3204;"Computer Communication Networks I";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3204E;"Computer Communications Networks I";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3206;"Intro To Comp Vision & Image Processing";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3206E;"Introduction To Computer Vision And Image Processing";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3207E;"Computer Architecture";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3208E;"Embedded Computer Systems Design";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3302;"Industrial Control Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3302E;"Industrial Control Systems";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3304;"Digital Control Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3331C;"Feedback Control Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3331E;"Feedback Control Systems";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3407;"Analog Electronics";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3407E;"Analog Electronics";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3408C;"Integrated Analog Design";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3408E;"Integrated Analog Design";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3431C;"Microelectronics Materials and Devices";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3431E;"Microelectronics Materials and Devices";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3501C;"Power Electronics";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE3501E;"Power Electronics";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
EE3731C;"Signal Processing Methods";"ELECTRICAL & COMPUTER ENGINEERING";4;3
EE4001;"B.Eng. Dissertation";"ELECTRICAL & COMPUTER ENGINEERING";12;4
EE4101;"RF Communications";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4101E;"Radio-Frequency (RF) Communications";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
EE4104;"Microwave Circuits & Devices";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4110;"RFIC and MMIC Design";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4112;"HF Techniques";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4112E;"High Frequency (HF) Techniques";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
EE4113;"Digital Communications & Coding";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4113E;"Digital Communications & Coding";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
EE4114;"Optical Communications";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4131;"Random Signals";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4210;"Computer Communication Networks II";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4210E;"Computer Communications Networks II";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
EE4212;"Computer Vision";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4213;"Image and Video Processing";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4214;"Real-Time Embedded Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4214E;"Real-Time Embedded Systems";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
EE4218;"Embedded Hardware System Design";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4302;"Advanced Control Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4305;"Introduction To Fuzzy / Neural Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4306;"Distributed Autonomous Robotic Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4307;"Control Systems Design And Simulation";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4401;Optoelectronics;"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4408;"Silicon Device Reliability";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4410A;"Integrated Circuit Design";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4411;"Silicon Processing Technology";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4411E;"Silicon Processing Technology";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
EE4412;"Technology & Modelling Of Si Transistors";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4412E;"Technology And Modelling Of Silicon Transistors";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
EE4415;"Integrated Digital Design";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4415E;"Integrated Digital Design";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
EE4431;"Nano-Device Engineering";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4432;"Devices for Electric Energy Generation";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4433;"Nanometer Scale Information Storage";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4434;"Integrated Circuit Technology, Design and Testing";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4502;"Electric Drives & Control";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4505;"Power Semiconductor Devices & ICs";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4509;"Silicon Micro Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4510;"Solar Photovoltaic Energy Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4511;"Sustainable Energy Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4603;"Biomedical Imaging Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4604;"Biological Perception in Digital Media";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE4605;"Bio-Instrumentation & Signal Analysis";"ELECTRICAL & COMPUTER ENGINEERING";4;4
EE5001;"Independent Study Module I";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5002;"INDEPENDENT STUDY MODULE II";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5003;"ELECTRICAL ENGINEERING PROJECT";"ELECTRICAL & COMPUTER ENGINEERING";8;5
EE5101R;"LINEAR SYSTEMS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5102;"Multivariable Control Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5103R;"Computer Control Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5104;"ADAPTIVE CONTROL SYSTEMS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5106R;"ADVANCED ROBOTICS";"MECHANICAL ENGINEERING";4;5
EE5107;"OPTIMAL CONTROL SYSTEMS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5131;"Wireless Communications";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5132;"Wireless and Sensor Networks";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5133;"Statistical Signal Processing Techniques";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5134;"Optical Networks";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5137R;"Stochastic Processes";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5138R;"Optimization for Communication Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5139R;"Communication Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5201;"MAGNETIC RECORDING TECHNOLOGY";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5303R;"MICROWAVE ELECTRONICS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5308R;"ANTENNA ENGINEERING";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5401;"Cellular Mobile Communications";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5402;"RF CIRCUIT DESIGN I";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5404;"SATELLITE COMMUNICATIONS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5431R;"Fundamentals of Nanoelectronics";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5432R;"Microelectronic Processes & Characterization";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5433R;"Functional Devices";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5434;"CMOS Processes and Integration";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5439;"Micro/Nano Electromechanical Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5502;"MOS DEVICES";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5507R;"Analog Integrated Circuits Design";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5508;"SEMICONDUCTOR FUNDAMENTALS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5517;"Optical Engineering";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5518R;"VLSI DIGITAL CIRCUIT DESIGN";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5701;"HIGH VOLTAGE TESTING AND SWITCHGEAR";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5702R;"ADVANCED POWER SYSTEM ANALYSIS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5703R;"Modelling and Control of Electrical Actuators";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5711R;"Modelling and Control of Power Electronic Converters";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5731R;"Visual Computing";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5801;"Electromagnetic Compatibility";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5831R;"Electromagnetic Wave Theory";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5902R;"Multiprocessor Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5903;"REAL-TIME SYSTEMS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5904R;"NEURAL NETWORKS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5907R;"Pattern Recognition";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE5999;"GRADUATE SEMINARS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
EE6102;"MULTIVARIABLE CONTROL SYSTEMS (ADVANCED)";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6104;"ADAPTIVE CONTROL SYSTEMS (ADVANCED)";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6107;"Optimal Control Systems (Advanced)";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6130;"Information and Coding Theory";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6131;"Wireless Communications (Advanced)";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6134;"Optical Networks (Advanced)";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6135;"Digital Communications";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6136;"Advanced Optical Communications";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6201;"Magnetic Recording Technology (Advanced)";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6230;"Advanced Biomedical Circuits and Systems";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6435;"Advanced Concepts in Nanoelectronics";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6436;"Advanced Characterization of Materials and Devices";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6437;"Advanced Semiconductor Devices";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6438;"Magnetic materials and devices";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6439;"Micro/Nano Electromechanical Systems (Advanced)";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6531;"Selected Topics in Smart Grid Technologies";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6701;"EVOLUTIONARY COMPUTATION";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6733;"Advanced Topics on Vision and Machine Learning";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6831;"Advanced Electromagnetic Theory and Applications";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6901;"3D VISION";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6903;"Advanced Models of Biological Perception";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6990;"Research Attachment";"ELECTRICAL & COMPUTER ENGINEERING";4;6
EE6999;"DOCTORAL SEMINARS";"ELECTRICAL & COMPUTER ENGINEERING";8;6
EG1108;"Electrical Engineering";"DEAN'S OFFICE (ENGINEERING)";3;1
EG1109;"Statics And Mechanics Of Materials";"DEAN'S OFFICE (ENGINEERING)";4;1
EG1109FC;"Statics and Mechanics of Materials";"DEAN'S OFFICE (ENGINEERING)";4;1
EG1310;"Exploratory Satellite Design";"ELECTRICAL & COMPUTER ENGINEERING";4;1
EG1603;"TIP: Instructional Workshops and Seminars";"DEAN'S OFFICE (ENGINEERING)";2;1
EG2201A;"Design Thinking in Grand Engineering Challenges - Part 1";"DEAN'S OFFICE (ENGINEERING)";4;2
EG2201B;"Design Thinking in Grand Engineering Challenges - Part 2";"DEAN'S OFFICE (ENGINEERING)";4;2
EG2301;"Design Thinking in Topical Engineering Challenges";"DEAN'S OFFICE (ENGINEERING)";4;2
EG2311;"Introduction to Space Systems";"DEAN'S OFFICE (ENGINEERING)";4;2
EG2312;"Radar Theory and Techniques";"DEAN'S OFFICE (ENGINEERING)";4;2
EG2401;"Engineering Professionalism";"DEAN'S OFFICE (ENGINEERING)";3;2
EG2603A;"TIP: Business Plan";"DEAN'S OFFICE (ENGINEERING)";2;2
EG2604;"Innovation Programme";"DEAN'S OFFICE (ENGINEERING)";4;2
EG2605;"Undergraduate Research Opportunities Programme";"DEAN'S OFFICE (ENGINEERING)";4;2
EG2606A;"Independent Work";"DEAN'S OFFICE (ENGINEERING)";2;2
EG2606B;"Independent Work";"DEAN'S OFFICE (ENGINEERING)";4;2
EG3301;"DCC Project";"DEAN'S OFFICE (ENGINEERING)";10;3
EG3601;"Industrial Attachment Programme";"DEAN'S OFFICE (ENGINEERING)";12;3
EG3602;"Vacation Internship Programme";"DEAN'S OFFICE (ENGINEERING)";6;3
EG4301;"DCC Project for B.Eng. Dissertation";"DEAN'S OFFICE (ENGINEERING)";12;4
EG5911;"Research Methodology & Ethics";"DEAN'S OFFICE (ENGINEERING)";2;5
EL1101E;"The Nature of Language";"ENGLISH LANGUAGE & LITERATURE";4;1
EL2201;"Structure of Sentences and Meaning";"ENGLISH LANGUAGE & LITERATURE";4;2
EL2202;"The Sound System of English";"ENGLISH LANGUAGE & LITERATURE";4;2
EL2211;"Historical Variation in English";"ENGLISH LANGUAGE & LITERATURE";4;2
EL2251;"Social Variation in English";"ENGLISH LANGUAGE & LITERATURE";4;2
EL3201;"Morphology and Syntax";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3202;"Phonetics and Phonology";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3208;Bilingualism;"ENGLISH LANGUAGE & LITERATURE";4;3
EL3209;"Language, Culture, and Mind";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3211;"Language in Contact";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3216;"Language and the Internet";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3252;"Language Planning and Policy";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3254;"Media, Discourse and Society";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3257;"Investigating Language in the Media";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3258;"The Sociolinguistics of Humour: Jokes and Comedies";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3880E;"Second Language Learning";"ENGLISH LANGUAGE & LITERATURE";4;3
EL3880F;"Foundations in Applied Linguistics";"ENGLISH LANGUAGE & LITERATURE";4;3
EL4201;Syntax;"ENGLISH LANGUAGE & LITERATURE";5;4
EL4216;"Lexicology and Lexicography";"ENGLISH LANGUAGE & LITERATURE";5;4
EL4221;"Narrative Structures";"ENGLISH LANGUAGE & LITERATURE";5;4
EL4252;"Interactional Discourse";"ENGLISH LANGUAGE & LITERATURE";5;4
EL4253;"Language, Gender, and Text";"ENGLISH LANGUAGE & LITERATURE";5;4
EL4254;"Language, Ideology and Power";"ENGLISH LANGUAGE & LITERATURE";5;4
EL4255;"English as a World Language";"ENGLISH LANGUAGE & LITERATURE";5;4
EL4401;"Honours Thesis";"ENGLISH LANGUAGE & LITERATURE";15;4
EL4660;"Independent Study";"ENGLISH LANGUAGE & LITERATURE";5;4
EL4880A;"Systemic Functional Grammar";"ENGLISH LANGUAGE & LITERATURE";5;4
EL4880B;"Exploring Second Language Writing";"ENGLISH LANGUAGE & LITERATURE";5;4
EL5202;"THE GRAMMAR OF MODERN ENGLISH";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5202R;"THE GRAMMAR OF MODERN ENGLISH";"ENGLISH LANGUAGE & LITERATURE";5;5
EL5250;"Sociolinguistic Argumentation";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5250R;"Sociolinguistic Argumentation";"ENGLISH LANGUAGE & LITERATURE";5;5
EL5251;"APPROACHES TO DISCOURSE";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5251R;"APPROACHES TO DISCOURSE";"ENGLISH LANGUAGE & LITERATURE";5;5
EL5252;"Language Variation and Change";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5252R;"Language Variation and Change";"ENGLISH LANGUAGE & LITERATURE";5;5
EL5253;"TEXTUAL CONSTRUCTION OF KNOWLEDGE";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5253R;"Textual Construction of Knowledge";"ENGLISH LANGUAGE & LITERATURE";5;5
EL5270;"EXPLORATIONS IN APPLIED LINGUISTICS";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5270R;"EXPLORATIONS IN APPLIED LINGUISTICS";"ENGLISH LANGUAGE & LITERATURE";5;5
EL5660;"Independent Study";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5880B;"Second Language Writing";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5880BR;"Second Language Writing";"ENGLISH LANGUAGE & LITERATURE";5;5
EL5880C;"Theories of Language and Literacy";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5880CR;"Theories of Language and Literacy";"ENGLISH LANGUAGE & LITERATURE";5;5
EL5881;"LINGUISTIC THEORIES AND FRAMEWORKS";"ENGLISH LANGUAGE & LITERATURE";4;5
EL5881R;"LINGUISTIC THEORIES AND FRAMEWORKS";"ENGLISH LANGUAGE & LITERATURE";5;5
EL6660;"Independent Study";"ENGLISH LANGUAGE & LITERATURE";4;6
EL6770;"GRADUATE RESEARCH SEMINAR";"ENGLISH LANGUAGE & LITERATURE";4;6
EL6880;"Topics in Grammatical Theory";"ENGLISH LANGUAGE & LITERATURE";4;6
EL6882;"TOPICS IN LANGUAGE AND SOCIETY";"ENGLISH LANGUAGE & LITERATURE";4;6
EL6883;"ENGLISH IN MULTILINGUAL SOCIETIES";"ENGLISH LANGUAGE & LITERATURE";4;6
EL6884;"TOPICS IN APPLIED LINGUISTICS";"ENGLISH LANGUAGE & LITERATURE";4;6
EM1001;"Foundation English Course 1";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;1
EM1002;"Foundation English Course 2";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;1
EM1201;"English for Academic Purposes (Music) 1";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;1
EM1202;"English for Academic Purposes (Music) 2";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;1
EN1101E;"An Introduction to Literary Studies";"ENGLISH LANGUAGE & LITERATURE";4;1
EN2201;"Backgrounds to Western Literature and Culture";"ENGLISH LANGUAGE & LITERATURE";4;2
EN2202;"Critical Reading";"ENGLISH LANGUAGE & LITERATURE";4;2
