ModuleCode;ModuleName;ModuleDepartment;ModuleCredit;ModuleLevel
EN2203;"Introduction to Film Studies";"ENGLISH LANGUAGE & LITERATURE";4;2
EN2204;"Reading the Horror Film";"ENGLISH LANGUAGE & LITERATURE";4;2
EN2271;"Introduction to Playwriting";"ENGLISH LANGUAGE & LITERATURE";4;2
EN3222;"The Eighteenth Century";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3223;"Nineteenth Century Literature & Culture";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3224;"The Twentieth Century";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3225;"Late Medieval Literature and Culture";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3229;"Shakespeare in His Time and Ours";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3241;"Literature and Psychoanalysis";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3242;"History of Film";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3243;"S/F: Science Fiction and Fantasy";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3245;"Feminism: Text & Theory";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3249;"Introduction to Visual Culture: Art, Film and Media";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3261;"European Literature I";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3264;"In Other Wor(l)ds: Post -colonial Theory & Literature";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3265;"South Asian Literatures in English";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3271;"Advanced Playwriting";"ENGLISH LANGUAGE & LITERATURE";4;3
EN3880A;"History of Non-Western Film";"ENGLISH LANGUAGE & LITERATURE";4;3
EN4222;"Topics in the Eighteenth Century";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4223;"Topics in the Nineteenth Century";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4224;"Topics in the Twentieth Century";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4226;"English Women Novelists 1800-1900";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4232;"Topics in American Literature";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4234;"Pynchon and the Poetics of Information";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4241;"Utopias and Dystopias";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4242;"Modern Critical Theory";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4247;"Film Theory";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4262;"Writing Global India: (Dis)Possessions of Capitalism";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4271;"Research Workshop";"ENGLISH LANGUAGE & LITERATURE";5;4
EN4401;"Honours Thesis";"ENGLISH LANGUAGE & LITERATURE";15;4
EN4660;"Independent Study";"ENGLISH LANGUAGE & LITERATURE";5;4
EN5237;"Chinese American Literature";"ENGLISH LANGUAGE & LITERATURE";4;5
EN5237R;"Chinese American Literature";"ENGLISH LANGUAGE & LITERATURE";5;5
EN5241;"LITERATURE AND NEW WORLDS: 1590-1750";"ENGLISH LANGUAGE & LITERATURE";4;5
EN5241R;"Literature and New Worlds: 1590-1750";"ENGLISH LANGUAGE & LITERATURE";5;5
EN5242;"Women Novelists";"ENGLISH LANGUAGE & LITERATURE";4;5
EN5242R;"Women Novelists";"ENGLISH LANGUAGE & LITERATURE";5;5
EN5247;"Victorian Literature: History, Politics, Culture";"ENGLISH LANGUAGE & LITERATURE";4;5
EN5247R;"Victorian Literature: History, Politics, Culture";"ENGLISH LANGUAGE & LITERATURE";5;5
EN5252;"MOVIES, SPECTATORSHIP AND SUBJECTIVITY";"ENGLISH LANGUAGE & LITERATURE";4;5
EN5252R;"Movies, Spectatorship and Subjectivity";"ENGLISH LANGUAGE & LITERATURE";5;5
EN5253;"Writing in the Aftermath";"ENGLISH LANGUAGE & LITERATURE";4;5
EN5253R;"Writing in the Aftermath";"ENGLISH LANGUAGE & LITERATURE";5;5
EN5660;"Independent Study";"ENGLISH LANGUAGE & LITERATURE";4;5
EN5880A;"Literature and the Environment";"ENGLISH LANGUAGE & LITERATURE";4;5
EN5880AR;"Literature and the Environment";"ENGLISH LANGUAGE & LITERATURE";5;5
EN5883;"SCREEN CULTURE IN SOUTHEAST ASIA";"ENGLISH LANGUAGE & LITERATURE";4;5
EN5883R;"SCREEN CULTURE IN SOUTHEAST ASIA";"ENGLISH LANGUAGE & LITERATURE";5;5
EN6102;"ADVANCED CRITICAL READING";"ENGLISH LANGUAGE & LITERATURE";4;6
EN6660;"Independent Study";"ENGLISH LANGUAGE & LITERATURE";4;6
EN6770;"Graduate Research Seminar";"ENGLISH LANGUAGE & LITERATURE";4;6
EN6880;"Topics in the New Literatures";"ENGLISH LANGUAGE & LITERATURE";4;6
EN6881;"TOPICS IN LITERARY HISTORY";"ENGLISH LANGUAGE & LITERATURE";4;6
EN6882;"ADVANCED TOPICS IN CULTURAL STUDIES";"ENGLISH LANGUAGE & LITERATURE";4;6
ENV1101;"Environmental Studies: An Interdisciplinary Overview";"DEAN'S OFFICE (SCIENCE)";4;1
ENV1202;"Communications for Environmental Studies";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;1
ENV2101;"Global Environmental Change";"DEAN'S OFFICE (SCIENCE)";4;2
ENV2102;"Environmental Law, Policy, Governance & Management";"DEAN'S OFFICE (SCIENCE)";4;2
ENV2103;"Environmental and Public Health";"DEAN'S OFFICE (SCIENCE)";4;2
ENV3101;"Environmental Challenges: Asian Case Studies I";"DEAN'S OFFICE (SCIENCE)";4;3
ENV3103;"Environmental Economics & Policy";"DEAN'S OFFICE (SCIENCE)";4;3
ENV3202;"Environmental Studies Internship Programme";"DEAN'S OFFICE (SCIENCE)";4;3
ES1000;"Basic English";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;1
ES1102;"English for Academic Purposes";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;1
ES1501A;"Critical Thinking and Expository Writing: Up Close and Public: Designing Public Persona";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;1
ES1501B;"Critical Thinking and Expository Writing: From Kodak to Instagram: How Images tell Lies";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;1
ES1501C;"Critical Thinking and Expository Writing: Fact and Truth in Crime and Disaster Writing";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;1
ES1501Q;"Critical Thinking and Expository Writing: English, Singlish and intercultural communication";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;1
ES1502;"Essentials of Clear Writing";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;1
ES1531;"Critical Thinking And Writing";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;1
ES1541;"Exploring Science Communication through Popular Science";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;1
ES2002;"Business Communication";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;2
ES2007D;"Professional Communication";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;2
ES2007S;"Professional Communication";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;2
ES2331;"Communicating Engineering";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4;2
ES5000;"GRADUATE ENGLISH COURSE (BASIC LEVEL)";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;5
ES5001A;"GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL)";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;5
ES5002;"Graduate English Course (Advanced Level)";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;5
ES5101;"Technical Communication for Engineers";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0;5
ESE1001;"Environmental Engineering Fundamentals";"CIVIL & ENVIRONMENTAL ENGINEERING";4;1
ESE2001;"Environmental Processes";"CIVIL & ENVIRONMENTAL ENGINEERING";4;2
ESE2401;"Water Science & Technology";"CIVIL & ENVIRONMENTAL ENGINEERING";4;2
ESE3001;"Water Quality Engineering";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
ESE3101;"Solid And Hazardous Waste Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
ESE3201;"Air Quality Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
ESE3301;"Environmental Microbiological Principles";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
ESE3401;"Water & Wastewater Engineering 1";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
ESE4301;"Wastewater Biotechnology";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
ESE4403;"Membrane Tech In Env Applns";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
ESE4405;"Urban Water Engineering & Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
ESE4407;"Environmental Forensics";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
ESE4501;"Design Project";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
ESE4502;"B.Eng. Dissertation";"CIVIL & ENVIRONMENTAL ENGINEERING";12;4
ESE5001;"Environmental Engineering Principles";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5002;"Physical and Process Principles";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5003;"Environmental Chemical Principles";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5004;"Research Project";"CIVIL & ENVIRONMENTAL ENGINEERING";8;5
ESE5301;"Environmental Biological Principles";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5401;"Water Quality Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5402;"INDUSTRIAL WASTEWATER CONTROL";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5405;"Water Treatment Processes";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5407;"Membrane Technology for Water Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5601;"Environmental Risk Assessment";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5602;"Environmental Management Systems";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5901;"Environmental Technology";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE5999;"GRADUATE SEMINARS";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
ESE6001;"ENVIRONMENTAL FATE OF ORGANIC CONTAMINANT";"CIVIL & ENVIRONMENTAL ENGINEERING";4;6
ESE6301;"TOPICS IN ENVIRONMENTAL BIOTECHNOLOGY";"CIVIL & ENVIRONMENTAL ENGINEERING";4;6
ESE6999;"DOCTORAL SEMINARS";"CIVIL & ENVIRONMENTAL ENGINEERING";8;6
ESP1104;"Introduction to Electronic Systems";"ENGINEERING SCIENCE PROGRAMME";4;1
ESP1107;"Computing and Statistics";"ENGINEERING SCIENCE PROGRAMME";4;1
ESP2106;"Principles of Continua";"ENGINEERING SCIENCE PROGRAMME";4;2
ESP2109;"Design Project 1";"ENGINEERING SCIENCE PROGRAMME";4;2
ESP2110;"Design Project 2";"ENGINEERING SCIENCE PROGRAMME";4;2
ESP3102;"From Making Nano to Probing Nano";"ENGINEERING SCIENCE PROGRAMME";4;3
ESP3206;"Continuum Mechanics";"ENGINEERING SCIENCE PROGRAMME";4;3
ESP3401;"Photovoltaic Devices and Systems";"ENGINEERING SCIENCE PROGRAMME";4;3
ESP3902;"Major Design Project I";"ENGINEERING SCIENCE PROGRAMME";4;3
ESP3903;"Major Design Project 2";"ENGINEERING SCIENCE PROGRAMME";4;3
ESP4302;Nanophotonics;"ENGINEERING SCIENCE PROGRAMME";4;4
ESP4402;"Transport Phenomena in Energy Systems";"ENGINEERING SCIENCE PROGRAMME";4;4
ESP4901;"Research Project";"ENGINEERING SCIENCE PROGRAMME";12;4
EU1101E;"Making of Modern Europe";HISTORY;4;1
EU2203;"Ancient Western Political Thought";"POLITICAL SCIENCE";4;2
EU2204;"Modern Western Political Thought";"POLITICAL SCIENCE";4;2
EU2214;"Introduction to Continental Philosophy";PHILOSOPHY;4;2
EU2223;"Ages of the Mediterranean";HISTORY;4;2
EU3212;"Europe of the Dictators";HISTORY;4;3
EU3217;"European Literature I";"ENGLISH LANGUAGE & LITERATURE";4;3
EU3224;"Social Thought & Social Theory";SOCIOLOGY;4;3
EU3227;"Continental European Philosophy";PHILOSOPHY;4;3
EU3228;"The EU and Asean in the World";"DEAN'S OFFICE (ARTS & SOCIAL SC.)";4;3
EU3230;"Cold War in Europe, 1945-1991";HISTORY;4;3
EU3231;"Modern Imperialism";HISTORY;4;3
EU3550;Internship;"DEAN'S OFFICE (ARTS & SOCIAL SC.)";4;3
EU4214;"Special Paper in Modern European History";HISTORY;5;4
EU4224;"War and Diplomacy in Early Modern Europe";HISTORY;5;4
EU4228;"European Foreign Policy";"POLITICAL SCIENCE";5;4
EU4401;"Honours Thesis";"DEAN'S OFFICE (ARTS & SOCIAL SC.)";15;4
EU4660;"Independent Study";"DEAN'S OFFICE (ARTS & SOCIAL SC.)";5;4
FDP2001;"Special Mathematics Classes 1, 2 and 3";"DEAN'S OFFICE (SCIENCE)";12;2
FDP2002;"Special Physics Class 1, 2 and 3";"DEAN'S OFFICE (SCIENCE)";12;2
FE5101;"Derivatives And Fixed Income";"RISK MANAGEMENT INSTITUTE";4;5
FE5101D;"Derivatives And Fixed Income";"RISK MANAGEMENT INSTITUTE";4;5
FE5103;"Equity Products and Exotics";"RISK MANAGEMENT INSTITUTE";4;5
FE5107;"Risk Analyses And Management";"RISK MANAGEMENT INSTITUTE";4;5
FE5107D;"Risk Analyses And Management";"RISK MANAGEMENT INSTITUTE";4;5
FE5108;"Portfolio Theory And Investments";"RISK MANAGEMENT INSTITUTE";4;5
FE5110;"FINANCIAL ENGINEERING PROJECT";"RISK MANAGEMENT INSTITUTE";4;5
FE5112;"Stochastic Calculus and Quantitative Methods";"RISK MANAGEMENT INSTITUTE";4;5
FE5112D;"Stochastic Calculus and Quantitative Methods";"RISK MANAGEMENT INSTITUTE";4;5
FE5116;"Programming and Advanced Numerical Methods";"RISK MANAGEMENT INSTITUTE";4;5
FE5116D;"Programming and Advanced Numerical Methods";"RISK MANAGEMENT INSTITUTE";4;5
FE5208;"Term Structure and Interest Rate Derivatives";"RISK MANAGEMENT INSTITUTE";4;5
FE5209;"FINANCIAL ECONOMETRICS";"RISK MANAGEMENT INSTITUTE";4;5
FE5209D;"FINANCIAL ECONOMETRICS";"RISK MANAGEMENT INSTITUTE";4;5
FE5211;"Seminar In Financial Engineering";"RISK MANAGEMENT INSTITUTE";4;5
FE5217;"Seminar in Risk Management and Alternative Investment";"RISK MANAGEMENT INSTITUTE";4;5
FE5218;"Credit Risk";"RISK MANAGEMENT INSTITUTE";4;5
FE5219;"Credit Analytics Practicum";"RISK MANAGEMENT INSTITUTE";6;5
FE5221;"Trading Principles & Fundamentals";"RISK MANAGEMENT INSTITUTE";2;5
FIN2004;Finance;FINANCE;4;2
FIN2004X;Finance;FINANCE;4;2
FIN3101A;"Corporate Finance";FINANCE;4;3
FIN3102A;"Investment Analysis and Portfolio Management";FINANCE;4;3
FIN3102B;"Investment Analysis and Portfolio Management";FINANCE;4;3
FIN3103A;"Financial Markets";FINANCE;4;3
FIN3103B;"Financial Markets";FINANCE;4;3
FIN3113;"Financial Statement Analysis";FINANCE;4;3
FIN3115;"International Financial Management";FINANCE;4;3
FIN3116;"Options and Futures";FINANCE;4;3
FIN3117;"Bank Management";FINANCE;4;3
FIN3118;"Financial Risk Management";FINANCE;4;3
FIN3119;"Risk and Insurance";FINANCE;4;3
FIN3120B;"Topics in Finance: Transaction Banking";FINANCE;4;3
FIN3129;"Independent Study in Finance";FINANCE;4;3
FIN3130;"Financial Modelling";FINANCE;4;3
FIN3131;"Fixed Income Securities";FINANCE;4;3
FIN3132;"Value Investing In Asia";FINANCE;4;3
FIN4111;"Research Methods in Finance";FINANCE;4;4
FIN4112G;"Seminars in Finance: Private Equity";FINANCE;4;4
FIN4112H;"Seminars in Finance: Investment Banking";FINANCE;4;4
FIN4112K;"SIF: Applied Portfolio Management Techniques";FINANCE;4;4
FIN4112L;"SIF: Corporate Governance & Financial Policy";FINANCE;4;4
FIN4113;"Personal Finance and Wealth Management";FINANCE;4;4
FIN4115;"Advanced Portfolio Mgt: Security Analysis & Valuation";FINANCE;4;4
FIN4116;"Valuation and Mergers & Acquisitions";FINANCE;4;4
FIN4119;"Advanced Independent Study in Finance";FINANCE;4;4
FIN4129;"Advanced Independent Study in Finance";FINANCE;2;4
FMA1201H;"FS: Australian Culture";HISTORY;4;1
FMA1201J;"FS: Generations";"JAPANESE STUDIES";4;1
FMA1201L;"FS: Crime and the Justification for Punishment";PHILOSOPHY;4;1
FMA1201P;"FS: Meanings and Leanings: Is There a Reason Why?";"SOCIAL WORK";4;1
FMA1201Q;"FS: Love Actually? The Social Construction of Romantic Love";SOCIOLOGY;4;1
FMA1201R;"FS: Singapore's Little India: A 'Community Space'?";"SOUTH ASIAN STUDIES PROGRAMME";4;1
FMA1202F;"FS: Heroism and Society";"ENGLISH LANGUAGE & LITERATURE";4;1
FMA1202M;"FS: Popular Culture and Power";"POLITICAL SCIENCE";4;1
FMA1202N;"FS: Neuroeconomics: Brain on Money";PSYCHOLOGY;4;1
FMA1203F;"FS: Should Fiction Be Censored?";"ENGLISH LANGUAGE & LITERATURE";4;1
FMA1203H;"FS: The Space Race";HISTORY;4;1
FMA1203M;"FS: Globalization and Migration";"POLITICAL SCIENCE";4;1
FMA1203Q;"FS: Contemplating Theme Parks";SOCIOLOGY;4;1
FMA1204H;"FS: War Memories: From Anne Frank to Changi Prison";HISTORY;4;1
FMA1206M;"FS: Food Politics";"POLITICAL SCIENCE";4;1
FMC1201;"Freshman Seminar: Is Computer Science Science?";"COMPUTER SCIENCE";4;1
FMC1203;"Freshman Seminar: Computational Thinking";"COMPUTER SCIENCE";4;1
FMC1205;"Freshman Seminar: Practical Information Security";"DEAN'S OFFICE (SCHOOL OF COMPUTING)";4;1
FMD1201;"Freshmen Seminar: Policies for Bdg Sustainable Cities";BUILDING;4;1
FMD1202;"Freshman Seminar: Green Bdg Tech for Sustainable Cities";BUILDING;4;1
FMS1201D;"FS: Transforming Medicine: From Bench to Beside & Beyond";"DEAN'S OFFICE (SCIENCE)";4;1
FMS1202C;"FS: The 5 S's of Molecules";CHEMISTRY;4;1
FMS1203B;"FS: Exploring the Mysteries of Ageing";"BIOLOGICAL SCIENCES";4;1
FMS1203S;"FS: Randomness in Scientific Thinking";"STATISTICS & APPLIED PROBABILITY";4;1
FMS1204B;"FS: The Global Impact of Biological Computing";"BIOLOGICAL SCIENCES";4;1
FMS1204M;"FS: Appreciation of Basic Results in Mathematics";MATHEMATICS;4;1
FMS1204P;"FS: Conceptual Development of Physics";PHYSICS;4;1
FMS1204S;"FS: Fraud, Deception and Data";"STATISTICS & APPLIED PROBABILITY";4;1
FMS1205M;"FS: Analogy & Intuition in Mathematics";MATHEMATICS;4;1
FMS1205P;"FS: Nanoworld and Synchrotron Radiation";PHYSICS;4;1
FMS1207C;"Gemstones, Minerals and Rocks";CHEMISTRY;4;1
FMS1207M;"FS: Mathematics and Computer Science";MATHEMATICS;4;1
FMS1207P;"The scientific method and how it can fail";PHYSICS;4;1
FMS1208C;"FS: Carbon Dioxide and Our Environment";CHEMISTRY;4;1
FMS1208P;"Experimental Physics";PHYSICS;4;1
FMS1209C;"The strange and exciting world of nanoparticles";CHEMISTRY;4;1
FMS1209M;"Philosophy of Mathematics";MATHEMATICS;4;1
FMS1210C;"Simple Chemistry for Different Disciplines";CHEMISTRY;4;1
FMS1210M;"Turning Points in the History of Mathematics";MATHEMATICS;4;1
FMS1210P;"Imaging our world";PHYSICS;4;1
FMS1211C;"FS: Science of Color";CHEMISTRY;4;1
FMS1211P;"Understanding the Materials Genome";PHYSICS;4;1
FMS1215B;"Plant Pathogens that cause plants to end up in a bucket";"BIOLOGICAL SCIENCES";4;1
FMS1221B;"Science: The Good, the Bad, the Ugly and the Beautiful";"BIOLOGICAL SCIENCES";4;1
FMS1222B;"From Toxins to Therapeutics";"BIOLOGICAL SCIENCES";4;1
FMS1223B;"The Native Seed Plants of Singapore";"BIOLOGICAL SCIENCES";4;1
FMS1224B;"Why do these crystal structures deserve the Nobel Prize?";"BIOLOGICAL SCIENCES";4;1
FSP4003;"Field Service Project";"DEAN'S OFFICE (BIZ)";8;4
FST1101;"Science and Technology of Foods";CHEMISTRY;4;1
FST2102A;"Chemistry of Food Components";CHEMISTRY;6;2
FST2106;"Post Harvest Food Processing";CHEMISTRY;4;2
FST2201;"Introduction to Human Nutrition";CHEMISTRY;4;2
FST2288;"Basic UROPS in Food Science & Technology I";CHEMISTRY;4;2
FST2289;"Basic UROPS in Food Science & Technology II";CHEMISTRY;4;2
FST3101;"Food Microbiology & Fermentation";CHEMISTRY;4;3
FST3102;"Food Safety Assurance";CHEMISTRY;4;3
FST3103;"Advanced Food Engineering";CHEMISTRY;4;3
FST3104;"Food Sensory, Innovation and Packaging";CHEMISTRY;6;3
FST3181;"Professional Placement";CHEMISTRY;8;3
FST3201;"Independent Study (Food Science & Tech)";CHEMISTRY;4;3
FST3202;"Nutrition and Disease Prevention";CHEMISTRY;4;3
FST3288;"Advanced UROPS in Food Science & Technology I";CHEMISTRY;4;3
FST3289;"Advanced UROPS in Food Science & Technology II";CHEMISTRY;4;3
FST4101;"Flavour Science";CHEMISTRY;4;4
FST4102;"Advanced Food Processing Technology";CHEMISTRY;4;4
FST4103;"Food Colloids and Components Science";CHEMISTRY;4;4
FST4199;"Honours Project in Food Science & Tech";CHEMISTRY;16;4
FST4202;"Nutritional Biochemistry";CHEMISTRY;4;4
FST5202;"Advanced Food Fermentation";CHEMISTRY;4;5
FST5203;"Advanced Food Microbiology and Safety";CHEMISTRY;4;5
FST5225;"Advanced Current Topics in Food Science I";CHEMISTRY;4;5
GE1101E;"Geographical Journeys: Exploring World Environments";GEOGRAPHY;4;1
GE2101;"Methods and Practices in Geography";GEOGRAPHY;4;2
GE2202;"Economy & Space";GEOGRAPHY;4;2
GE2204;"Cities in Transition";GEOGRAPHY;4;2
GE2206;"Geographies of Life and Death";GEOGRAPHY;4;2
GE2215;"Introduction to GIS & Remote Sensing";GEOGRAPHY;4;2
GE2218;"Leisure, Recreation and Tourism";GEOGRAPHY;4;2
GE2220;"Terrestrial and Coastal Environments";GEOGRAPHY;4;2
GE2221;"Nature and Society";GEOGRAPHY;4;2
GE2222;"Politics and Space";GEOGRAPHY;4;2
GE2226;"Southeast Asia";GEOGRAPHY;4;2
GE2227;"Cartography and Visualisation";GEOGRAPHY;4;2
GE2228;"Weather and Climate";GEOGRAPHY;4;2
GE2229;"Water and the Environment";GEOGRAPHY;4;2
GE3201;"The Service Economy";GEOGRAPHY;4;3
GE3204;"Cities and Regions: Planning for Change";GEOGRAPHY;4;3
GE3206;"Gender, Space & Place";GEOGRAPHY;4;3
GE3210;"Natural Resources: Policy and Practice";GEOGRAPHY;4;3
GE3216;"Applications of GIS & Remote Sensing";GEOGRAPHY;4;3
GE3219;"Globalisation and the Asian Cities";GEOGRAPHY;4;3
GE3221;"Ecological Systems";GEOGRAPHY;4;3
GE3237;"Geographies of Migration";GEOGRAPHY;4;3
GE3239;"Environmental Sustainability";GEOGRAPHY;4;3
GE3240;"Geographical Research: Developing Ideas";GEOGRAPHY;4;3
GE3241;"Geographies of Social Life";GEOGRAPHY;4;3
GE3242;"Sediments and Sedimentary Basins";GEOGRAPHY;4;3
GE3243;"Applied Petroleum Exploration";GEOGRAPHY;4;3
GE3244;"Fundamentals of Petroleum Exploration";GEOGRAPHY;4;3
GE3550A;"GIS Internship Module";GEOGRAPHY;4;3
GE3550B;"Geography Internship";GEOGRAPHY;4;3
GE3551;"FASS Undergraduate Research Opportunity (UROP)";GEOGRAPHY;4;3
GE4101A;"Development of Geographic Thought A";GEOGRAPHY;5;4
GE4101B;"Development of Geographic Thought B";GEOGRAPHY;5;4
GE4202;"Remaking the Global Economy";GEOGRAPHY;5;4
GE4207;"Coastal Management";GEOGRAPHY;5;4
GE4211;"Catchment Processes & Management";GEOGRAPHY;5;4
GE4213;"Cultural Analysis";GEOGRAPHY;5;4
GE4217;"Political Geographies: Space and Power";GEOGRAPHY;5;4
GE4218;"Interpreting Tourism Spaces and Cultures";GEOGRAPHY;5;4
GE4220;"Field Investigation in Physical Geography";GEOGRAPHY;5;4
GE4401;"Honours Thesis";GEOGRAPHY;15;4
GE4660;"Independent Study";GEOGRAPHY;5;4
GE5211;"Dynamic Environments";GEOGRAPHY;4;5
GE5212;"GLOBAL CITIES";GEOGRAPHY;4;5
GE5214;"Southeast Asian Cultural Landscapes";GEOGRAPHY;4;5
GE5217;"RESEARCH METHODS IN ENVIRONMENTAL SCIENCES";GEOGRAPHY;4;5
GE5660;"INDEPENDENT STUDY";GEOGRAPHY;4;5
GE6213;"TOURISM GEOGRAPHIES";GEOGRAPHY;4;6
GE6216;"The Nature of Physical Geography";GEOGRAPHY;4;6
GE6660;"INDEPENDENT STUDY";GEOGRAPHY;4;6
GE6770;"GRADUATE RESEARCH SEMINAR";GEOGRAPHY;4;6
GEK1000;"An Introduction to Literary Studies";"ENGLISH LANGUAGE & LITERATURE";4;1
GEK1001;"Geographical Journeys: Exploring World Environments";GEOGRAPHY;4;1
GEK1002;"Introduction to Japanese Studies";"JAPANESE STUDIES";4;1
GEK1003;"Introduction to Politics";"POLITICAL SCIENCE";4;1
GEK1005;"Cultures in the Contemporary World";SOCIOLOGY;4;1
GEK1006;"Dynamics of Interpersonal Effectiveness";"SOCIAL WORK";4;1
GEK1007;"Chinese Heritage: History and Literature";"CHINESE STUDIES";4;1
